_id,id_number,first_name,last_name,city,state_code,shirt_or_hat,quiz_points,team,signup,age,company
66ea76c0a8382b93d8ecdbb5,49,Carlos,Gray,Garden Grove,CA,hat,89,Cosmic Cobras,2021-01-02 00:00:00,32,Johnston-Labadie
66ea76c0a8382b93d8ecdbb6,50,Raymond,Reyes,Paterson,NJ,hat,78,Angry Ants,2021-01-02 00:00:00,41,
66ea76c0a8382b93d8ecdbb7,51,Sarah,Fernandez,Inglewood,CA,hat,86,Baffled Badgers,2021-01-02 00:00:00,37,"Marks, Stanton and Mann"
66ea76c0a8382b93d8ecdbb8,52,Stephen,Jacobs,Arlington,TX,shirt,95,Cosmic Cobras,2021-01-02 00:00:00,22,Frami Inc
66ea76c0a8382b93d8ecdbb9,53,Anne,Ellis,Baton Rouge,LA,hat,79,Angry Ants,2021-01-02 00:00:00,23,Padberg-Swaniawski
66ea76c0a8382b93d8ecdbba,54,Teresa,Martinez,Springfield,MA,hat,83,Baffled Badgers,2021-01-02 00:00:00,49,Boehm-Shields
66ea76c0a8382b93d8ecdbbb,55,Catherine,Rodriguez,Rochester,NY,hat,100,Cosmic Cobras,2021-01-02 00:00:00,35,"Kemmer, Trantow and Wuckert"
66ea76c0a8382b93d8ecdbbc,56,Lawrence,Hill,Saint Petersburg,FL,shirt,81,Angry Ants,2021-01-02 00:00:00,60,
66ea76c0a8382b93d8ecdbbd,57,Ann,Adams,Lincoln,NE,shirt,82,Baffled Badgers,2021-01-02 00:00:00,47,Mertz Group
66ea76c0a8382b93d8ecdbbe,58,Victor,Shaw,Olympia,WA,hat,91,Cosmic Cobras,2021-01-02 00:00:00,56,Spinka Ltd.
66ea76c0a8382b93d8ecdbbf,59,Fred,Peters,Pittsburgh,PA,hat,88,Angry Ants,2021-01-02 00:00:00,52,Collier Inc
66ea76c0a8382b93d8ecdbc0,60,Jerry,Henderson,Tucson,AZ,shirt,84,Baffled Badgers,2021-01-02 00:00:00,30,"Boehm, Ziemann and Maggio"
66ea76c0a8382b93d8ecdbc1,61,Philip,Ray,Brooklyn,NY,hat,85,Cosmic Cobras,2021-01-02 00:00:00,26,White Group
66ea76c0a8382b93d8ecdbc2,62,James,Morrison,Bradenton,FL,hat,78,Angry Ants,2021-01-03 00:00:00,52,Keebler Inc
66ea76c0a8382b93d8ecdbc3,63,Lawrence,Hart,Jacksonville,FL,shirt,91,Baffled Badgers,2021-01-03 00:00:00,32,Renner Group
66ea76c0a8382b93d8ecdbc4,64,Willie,Thomas,Wilkes Barre,PA,hat,91,Cosmic Cobras,2021-01-03 00:00:00,48,Schimmel Inc
66ea76c0a8382b93d8ecdbc5,65,Richard,White,Reston,VA,hat,72,Angry Ants,2021-01-03 00:00:00,38,Morar-Gulgowski
66ea76c0a8382b93d8ecdbc6,66,Laura,Brown,Miami,FL,shirt,82,Baffled Badgers,2021-01-03 00:00:00,50,
66ea76c0a8382b93d8ecdbc7,67,Keith,Ferguson,Jefferson City,MO,hat,86,Cosmic Cobras,2021-01-03 00:00:00,48,Purdy-Hahn
66ea76c0a8382b93d8ecdbc8,68,Doris,Cruz,Saint Petersburg,FL,hat,75,Angry Ants,2021-01-03 00:00:00,37,
66ea76c0a8382b93d8ecdbc9,69,Rose,Williams,Fort Lauderdale,FL,shirt,90,Baffled Badgers,2021-01-03 00:00:00,39,"Heaney, Pouros and Crist"
66ea76c0a8382b93d8ecdbca,70,Nicole,Banks,San Francisco,CA,shirt,87,Cosmic Cobras,2021-01-03 00:00:00,48,Collins Group
66ea76c0a8382b93d8ecdbcb,71,Teresa,Oliver,Arvada,CO,hat,79,Angry Ants,2021-01-03 00:00:00,52,Frami Ltd.
66ea76c0a8382b93d8ecdbcc,72,Rose,Kelley,Wichita,KS,hat,84,Baffled Badgers,2021-01-03 00:00:00,41,Green-Lind
66ea76c0a8382b93d8ecdbcd,73,Brian,Palmer,Fresno,CA,shirt,88,Cosmic Cobras,2021-01-03 00:00:00,54,
66ea76c0a8382b93d8ecdbce,74,Philip,Carr,New York City,NY,hat,84,Angry Ants,2021-01-03 00:00:00,60,"Shanahan, DuBuque and Treutel"
66ea76c0a8382b93d8ecdbcf,75,Sharon,Foster,Detroit,MI,hat,85,Baffled Badgers,2021-01-03 00:00:00,44,Connelly-Fay
66ea76c0a8382b93d8ecdbd0,76,Douglas,Williamson,Houston,TX,shirt,85,Cosmic Cobras,2021-01-03 00:00:00,51,Bashirian LLC
66ea76c0a8382b93d8ecdbd1,77,Dennis,Harper,Fort Lauderdale,FL,shirt,83,Angry Ants,2021-01-03 00:00:00,35,Metz-Kling
66ea76c0a8382b93d8ecdbd2,78,Roy,Rivera,Minneapolis,MN,shirt,81,Baffled Badgers,2021-01-03 00:00:00,47,"Hayes, Greenfelder and Schulist"
66ea76c0a8382b93d8ecdbd3,79,Billy,Marshall,Salinas,CA,shirt,88,Cosmic Cobras,2021-01-03 00:00:00,31,Heidenreich-Reynolds
66ea76c0a8382b93d8ecdbd4,80,Louise,Knight,Fort Smith,AR,hat,83,Angry Ants,2021-01-03 00:00:00,28,Windler-Ondricka
66ea76c0a8382b93d8ecdbd5,81,Jennifer,Lawson,Des Moines,IA,hat,91,Baffled Badgers,2021-01-03 00:00:00,51,Schumm-Jakubowski
66ea76c0a8382b93d8ecdbd6,82,Kevin,Martinez,Denver,CO,hat,86,Cosmic Cobras,2021-01-03 00:00:00,46,Rowe-Ferry
66ea76c0a8382b93d8ecdbd7,83,Carol,Matthews,Shawnee Mission,KS,hat,81,Angry Ants,2021-01-03 00:00:00,43,"Hirthe, Barton and McGlynn"
66ea76c0a8382b93d8ecdbd8,84,Kimberly,Fernandez,Allentown,PA,hat,80,Baffled Badgers,2021-01-03 00:00:00,42,Dicki Group
66ea76c0a8382b93d8ecdbd9,85,Matthew,Bowman,Raleigh,NC,hat,89,Cosmic Cobras,2021-01-03 00:00:00,50,"Lesch, Mante and Durgan"
66ea76c0a8382b93d8ecdbda,86,Annie,Greene,Miami,FL,hat,81,Angry Ants,2021-01-03 00:00:00,51,Cormier-Altenwerth
66ea76c0a8382b93d8ecdbdb,87,Anthony,Day,Norfolk,VA,shirt,83,Baffled Badgers,2021-01-03 00:00:00,19,Prohaska LLC
66ea76c0a8382b93d8ecdbdc,88,Jack,Gutierrez,Milwaukee,WI,shirt,85,Cosmic Cobras,2021-01-04 00:00:00,22,Schmeler Group
66ea76c0a8382b93d8ecdbdd,89,William,Richardson,Richmond,VA,hat,76,Angry Ants,2021-01-04 00:00:00,58,"Corwin, Kulas and Wilderman"
66ea76c0a8382b93d8ecdbde,90,Howard,Gilbert,Syracuse,NY,hat,82,Baffled Badgers,2021-01-04 00:00:00,35,Wilkinson-Jacobson
66ea76c0a8382b93d8ecdbdf,91,Angela,Martinez,Memphis,TN,hat,90,Cosmic Cobras,2021-01-04 00:00:00,48,Prosacco-Beatty
66ea76c0a8382b93d8ecdbe0,92,Shirley,Green,Tacoma,WA,hat,80,Angry Ants,2021-01-04 00:00:00,46,
66ea76c0a8382b93d8ecdbe1,93,Sarah,Payne,Corpus Christi,TX,hat,87,Baffled Badgers,2021-01-04 00:00:00,48,
66ea76c0a8382b93d8ecdbe2,94,Donna,Carr,West Palm Beach,FL,shirt,86,Cosmic Cobras,2021-01-04 00:00:00,28,"Bins, Schneider and Rutherford"
66ea76c0a8382b93d8ecdbe3,95,Philip,Kim,Sacramento,CA,hat,79,Angry Ants,2021-01-04 00:00:00,21,"Rodriguez, Schroeder and Rippin"
66ea76c0a8382b93d8ecdbe4,96,Joyce,Marshall,Erie,PA,hat,80,Baffled Badgers,2021-01-04 00:00:00,54,Moen-Gutkowski
66ea76c0a8382b93d8ecdbe5,97,Jesse,Jenkins,Lakewood,WA,shirt,91,Cosmic Cobras,2021-01-04 00:00:00,33,Nitzsche-Veum
66ea76c0a8382b93d8ecdbe6,98,Robert,Hart,Richmond,VA,shirt,80,Angry Ants,2021-01-04 00:00:00,40,"White, Herman and Bailey"
66ea76c0a8382b93d8ecdbe7,99,Kelly,Perkins,New Orleans,LA,hat,82,Baffled Badgers,2021-01-04 00:00:00,23,Herman Inc
66ea76c0a8382b93d8ecdbe8,100,James,Murray,Cincinnati,OH,shirt,97,Cosmic Cobras,2021-01-04 00:00:00,22,Trantow-Carroll
66ea76c0a8382b93d8ecdbe9,101,Michael,Turner,Tampa,FL,hat,75,Angry Ants,2021-01-04 00:00:00,41,Spinka-Gorczany
66ea76c0a8382b93d8ecdbea,102,Darren,Greene,Miami,FL,hat,85,Baffled Badgers,2021-01-04 00:00:00,57,"Stanton, Runolfsdottir and Pouros"
66ea76c0a8382b93d8ecdbeb,103,Willie,Hudson,Albany,GA,shirt,83,Cosmic Cobras,2021-01-04 00:00:00,25,"Howe, Romaguera and Osinski"
66ea76c0a8382b93d8ecdbec,104,Judith,Mason,Shreveport,LA,shirt,79,Angry Ants,2021-01-04 00:00:00,43,"Kozey, Padberg and White"
66ea76c0a8382b93d8ecdbed,105,Kathleen,Bryant,Huntington,WV,shirt,87,Baffled Badgers,2021-01-04 00:00:00,42,"McKenzie, Runolfsdottir and Green"
66ea76c0a8382b93d8ecdbee,106,Tina,Alexander,Philadelphia,PA,hat,91,Cosmic Cobras,2021-01-04 00:00:00,20,"Maggio, Schiller and Rippin"
66ea76c0a8382b93d8ecdbef,107,Antonio,West,New York City,NY,hat,84,Angry Ants,2021-01-04 00:00:00,34,Welch LLC
66ea76c0a8382b93d8ecdbf0,108,Nicole,Powell,Milwaukee,WI,hat,85,Baffled Badgers,2021-01-04 00:00:00,42,
66ea76c0a8382b93d8ecdbf1,109,Kimberly,Black,Largo,FL,hat,94,Cosmic Cobras,2021-01-04 00:00:00,55,Weber-Crona
66ea76c0a8382b93d8ecdbf2,110,Matthew,Woods,New York City,NY,shirt,82,Angry Ants,2021-01-04 00:00:00,33,Russel-Shields
66ea76c0a8382b93d8ecdbf3,111,Nicole,Carter,Jamaica,NY,hat,89,Baffled Badgers,2021-01-04 00:00:00,39,"Gulgowski, Pfeffer and Sanford"
66ea76c0a8382b93d8ecdbf4,112,Jason,Cole,Orlando,FL,hat,89,Cosmic Cobras,2021-01-04 00:00:00,53,"Murphy, Beier and Jacobi"
66ea76c0a8382b93d8ecdbf5,113,Jerry,Hawkins,San Francisco,CA,hat,77,Angry Ants,2021-01-04 00:00:00,47,Schamberger Inc
66ea76c0a8382b93d8ecdbf6,114,Nicholas,Cruz,Louisville,KY,hat,87,Baffled Badgers,2021-01-04 00:00:00,55,Terry-Rippin
66ea76c0a8382b93d8ecdbf7,115,Lillian,King,Houston,TX,shirt,84,Cosmic Cobras,2021-01-04 00:00:00,26,Kemmer-Berge
66ea76c0a8382b93d8ecdbf8,116,Albert,Lawson,San Francisco,CA,hat,77,Angry Ants,2021-01-04 00:00:00,47,"Kessler, Stamm and Dickinson"
66ea76c0a8382b93d8ecdbf9,117,Roy,Reid,Dallas,TX,shirt,84,Baffled Badgers,2021-01-04 00:00:00,59,Bruen-Rolfson
66ea76c0a8382b93d8ecdbfa,118,David,Davis,Sterling,VA,hat,89,Cosmic Cobras,2021-01-04 00:00:00,21,
66ea76c0a8382b93d8ecdbfb,119,Ralph,Burke,Boston,MA,shirt,73,Angry Ants,2021-01-04 00:00:00,49,Ward LLC
66ea76c0a8382b93d8ecdbfc,120,Lori,Watson,Reston,VA,hat,80,Baffled Badgers,2021-01-04 00:00:00,53,"Douglas, Bernier and Klein"
66ea76c0a8382b93d8ecdbfd,121,Clarence,Reed,Waco,TX,shirt,90,Cosmic Cobras,2021-01-04 00:00:00,46,Wolff Inc
66ea76c0a8382b93d8ecdbfe,122,Debra,Scott,Santa Fe,NM,hat,72,Angry Ants,2021-01-04 00:00:00,28,Stracke Group
66ea76c0a8382b93d8ecdbff,123,Victor,Johnson,Brooklyn,NY,shirt,97,Baffled Badgers,2021-01-04 00:00:00,23,"Kessler, Keeling and Terry"
66ea76c0a8382b93d8ecdc00,124,Jason,Lynch,Greensboro,NC,shirt,95,Cosmic Cobras,2021-01-05 00:00:00,47,Ratke-Bosco
66ea76c0a8382b93d8ecdc01,125,Eugene,Stewart,Greeley,CO,hat,81,Angry Ants,2021-01-05 00:00:00,29,
66ea76c0a8382b93d8ecdc02,126,Johnny,Lopez,Rockford,IL,hat,87,Baffled Badgers,2021-01-05 00:00:00,34,Rodriguez Ltd.
66ea76c0a8382b93d8ecdc03,127,Anna,Cooper,San Antonio,TX,shirt,96,Cosmic Cobras,2021-01-05 00:00:00,45,Goodwin LLC
66ea76c0a8382b93d8ecdc04,128,Maria,Simmons,Bloomington,IN,shirt,73,Angry Ants,2021-01-05 00:00:00,25,"Morissette, Larkin and Murazik"
66ea76c0a8382b93d8ecdc05,129,Billy,Gray,Columbia,SC,hat,85,Baffled Badgers,2021-01-05 00:00:00,37,"Hettinger, Corwin and Kautzer"
66ea76c0a8382b93d8ecdc06,130,Jonathan,Cook,Portland,OR,shirt,92,Cosmic Cobras,2021-01-05 00:00:00,56,Rolfson-Barrows
66ea76c0a8382b93d8ecdc07,131,Kevin,Nguyen,Portsmouth,NH,hat,70,Angry Ants,2021-01-05 00:00:00,42,"Borer, Kutch and Turcotte"
66ea76c0a8382b93d8ecdc08,132,Cheryl,Myers,Honolulu,HI,shirt,94,Baffled Badgers,2021-01-05 00:00:00,45,
66ea76c0a8382b93d8ecdc09,133,Ruth,Scott,Pittsburgh,PA,hat,87,Cosmic Cobras,2021-01-05 00:00:00,59,Hintz-Metz
66ea76c0a8382b93d8ecdc0a,134,Betty,Wilson,New York City,NY,hat,70,Angry Ants,2021-01-05 00:00:00,47,Wunsch-Stanton
66ea76c0a8382b93d8ecdc0b,135,Robin,Shaw,Wilmington,NC,shirt,90,Baffled Badgers,2021-01-05 00:00:00,56,Bosco-Thiel
66ea76c0a8382b93d8ecdc0c,136,Diana,Gonzales,San Jose,CA,hat,87,Cosmic Cobras,2021-01-05 00:00:00,24,Koelpin Group
66ea76c0a8382b93d8ecdc0d,137,Lawrence,Torres,Warren,MI,shirt,75,Angry Ants,2021-01-05 00:00:00,36,
66ea76c0a8382b93d8ecdc0e,138,Lillian,Rodriguez,Bridgeport,CT,hat,77,Baffled Badgers,2021-01-05 00:00:00,44,Quigley-Durgan
66ea76c0a8382b93d8ecdc0f,139,Stephanie,Martinez,Las Vegas,NV,shirt,85,Cosmic Cobras,2021-01-05 00:00:00,50,Towne-Zemlak
66ea76c0a8382b93d8ecdc10,140,Andrew,Parker,Norwalk,CT,shirt,76,Angry Ants,2021-01-05 00:00:00,52,Weber-Lakin
66ea76c0a8382b93d8ecdc11,141,Shawn,Thompson,Lubbock,TX,shirt,91,Baffled Badgers,2021-01-05 00:00:00,39,
66ea76c0a8382b93d8ecdc12,142,Joyce,Payne,Santa Monica,CA,shirt,87,Cosmic Cobras,2021-01-05 00:00:00,44,Predovic Inc
66ea76c0a8382b93d8ecdc13,143,Sandra,Green,Fort Wayne,IN,hat,85,Angry Ants,2021-01-05 00:00:00,31,Davis Ltd.
66ea76c0a8382b93d8ecdc14,144,Ernest,Mills,San Jose,CA,shirt,79,Baffled Badgers,2021-01-05 00:00:00,31,
66ea76c0a8382b93d8ecdc15,145,Janet,Brooks,Richmond,VA,shirt,88,Cosmic Cobras,2021-01-05 00:00:00,39,Kilback LLC
66ea76c0a8382b93d8ecdc16,146,Jerry,Fisher,Wichita,KS,shirt,79,Angry Ants,2021-01-05 00:00:00,56,Balistreri Group
66ea76c0a8382b93d8ecdc17,147,Rachel,Robinson,Atlanta,GA,hat,85,Baffled Badgers,2021-01-05 00:00:00,60,Marks LLC
66ea76c0a8382b93d8ecdc18,148,Martin,Murray,Bridgeport,CT,shirt,96,Cosmic Cobras,2021-01-05 00:00:00,27,"Ruecker, Bruen and Maggio"
66ea76c0a8382b93d8ecdc19,149,Gary,Young,Fayetteville,NC,hat,82,Angry Ants,2021-01-05 00:00:00,18,Ernser-Jast
66ea76c0a8382b93d8ecdc1a,150,Joan,Watkins,Minneapolis,MN,hat,85,Baffled Badgers,2021-01-05 00:00:00,23,Morissette Ltd.
66ea76c0a8382b93d8ecdc1b,151,Harold,Patterson,Fort Pierce,FL,shirt,90,Cosmic Cobras,2021-01-05 00:00:00,55,Gibson Group
66ea76c0a8382b93d8ecdc1c,152,Edward,Adams,New Orleans,LA,hat,78,Angry Ants,2021-01-05 00:00:00,51,"Gerlach, Upton and Maggio"
66ea76c0a8382b93d8ecdc1d,153,Andrew,Peterson,Farmington,MI,hat,84,Baffled Badgers,2021-01-05 00:00:00,32,Gulgowski Group
66ea76c0a8382b93d8ecdc1e,154,Jennifer,Morgan,Youngstown,OH,hat,95,Cosmic Cobras,2021-01-05 00:00:00,18,Muller-O'Kon
66ea76c0a8382b93d8ecdc1f,155,Larry,Cruz,Woburn,MA,hat,85,Angry Ants,2021-01-05 00:00:00,24,O'Hara-Veum
66ea76c0a8382b93d8ecdc20,156,Ronald,Hughes,Los Angeles,CA,hat,92,Baffled Badgers,2021-01-05 00:00:00,29,"Langworth, Schaefer and Stanton"
66ea76c0a8382b93d8ecdc21,157,Karen,Kelley,Naples,FL,hat,89,Cosmic Cobras,2021-01-05 00:00:00,60,"Senger, Casper and Koss"
66ea76c0a8382b93d8ecdc22,158,Jacqueline,Stanley,Fort Lauderdale,FL,shirt,85,Angry Ants,2021-01-05 00:00:00,52,"Huel, Cummerata and Halvorson"
66ea76c0a8382b93d8ecdc23,159,Larry,Gomez,Kansas City,MO,hat,87,Baffled Badgers,2021-01-05 00:00:00,57,Bergnaum-Marks
66ea76c0a8382b93d8ecdc24,160,Kathryn,Welch,Olympia,WA,hat,100,Cosmic Cobras,2021-01-05 00:00:00,28,Mayert Ltd.
66ea76c0a8382b93d8ecdc25,161,Phyllis,Webb,Odessa,TX,shirt,72,Angry Ants,2021-01-06 00:00:00,45,"Carroll, Yost and Lang"
66ea76c0a8382b93d8ecdc26,162,Walter,Hughes,Long Beach,CA,hat,71,Baffled Badgers,2021-01-06 00:00:00,49,"Robel, Langworth and Kemmer"
66ea76c0a8382b93d8ecdc27,163,Amy,Crawford,Phoenix,AZ,shirt,94,Cosmic Cobras,2021-01-06 00:00:00,43,Durgan Inc
66ea76c0a8382b93d8ecdc28,164,Jeffrey,Dunn,San Diego,CA,shirt,74,Angry Ants,2021-01-06 00:00:00,59,Goyette-Kerluke
66ea76c0a8382b93d8ecdc29,165,Joan,Wheeler,Birmingham,AL,shirt,85,Baffled Badgers,2021-01-06 00:00:00,36,O'Hara Group
66ea76c0a8382b93d8ecdc2a,166,Matthew,Castillo,Mobile,AL,shirt,94,Cosmic Cobras,2021-01-06 00:00:00,24,Jaskolski-Larson
66ea76c0a8382b93d8ecdc2b,167,Peter,Nelson,Tallahassee,FL,hat,76,Angry Ants,2021-01-06 00:00:00,53,"Steuber, Watsica and Little"
66ea76c0a8382b93d8ecdc2c,168,Jacqueline,Evans,Miami,FL,shirt,82,Baffled Badgers,2021-01-06 00:00:00,53,"Roob, Mohr and Baumbach"
66ea76c0a8382b93d8ecdc2d,169,Matthew,Nichols,Saint Louis,MO,shirt,97,Cosmic Cobras,2021-01-06 00:00:00,50,"Wolff, Powlowski and Nitzsche"
66ea76c0a8382b93d8ecdc2e,170,Keith,Gordon,Hartford,CT,shirt,83,Angry Ants,2021-01-06 00:00:00,20,Gulgowski-Smitham
66ea76c0a8382b93d8ecdc2f,171,Irene,Perkins,Lincoln,NE,shirt,81,Baffled Badgers,2021-01-06 00:00:00,19,"Lesch, Frami and Raynor"
66ea76c0a8382b93d8ecdc30,172,Jack,Dean,Portland,OR,shirt,86,Cosmic Cobras,2021-01-06 00:00:00,60,Bayer-Hilll
66ea76c0a8382b93d8ecdc31,173,Eugene,Jackson,Denver,CO,hat,79,Angry Ants,2021-01-06 00:00:00,38,O'Connell Inc
66ea76c0a8382b93d8ecdc32,174,Tammy,Gonzales,Columbia,SC,shirt,92,Baffled Badgers,2021-01-06 00:00:00,48,
66ea76c0a8382b93d8ecdc33,175,Carlos,Morrrison,Houston,TX,hat,87,Cosmic Cobras,2021-01-06 00:00:00,42,Hand Ltd.
